i,n_samples,noise,SR,SR_time,TPOT,TPOTSR,AK,AKSR,LR,timeTPOT,timeTPOTSR,timeAK,timeAKSR,meanguess,generations,function_set,epochs,max_TPOT_time,TPOT_maximizer,AK_maximizer,polynomial,n_variables,n_terms,degree,best_pars_coef,y_std,y_mean,y_abs_mean,y_range,r2
79,5000,0.01,6.824901493,27.78026366,2.774830165,4.3537104,2.50948092,3.85998117,6.816567316,600.1742079,602.3061042,440.4469204,291.6256721,7.00874528,50,"['add', 'sub', 'mul', 'div']",,10,2.774830165,2.50948092,x1**2*x2*x3**2*x4*x5 + x1**2*x2*x3*x4**2*x5 + x1*x3 + x1*x4**2 + x4**2,5,5,2,0.005,7.8909,1.1841,3.4805,245.77,0.054074702
80,5000,0.01,2.343901567,27.99608302,0.377534828,0.363529272,0.199394231,0.213236354,3.629250019,602.3189309,647.561547,218.8550086,125.9408085,3.848913754,50,"['add', 'sub', 'mul', 'div']",,10,0.377534828,0.199394231,x1*(x1 + x2**2*x3 + x2*x3**2 + 1),3,4,2,0.005,3.7855,1.2723,2.3917,55.443,0.110879767
81,5000,0.01,0.0220274,26.8292613,0.410747953,0.022092449,0.170425695,0.034693287,2.618747537,606.6431303,600.4542384,157.484983,56.4034822,2.617463218,50,"['add', 'sub', 'mul', 'div']",,10,0.022092449,0.034693287,x1*x2**2*x3 + x4**2,4,2,2,0.05,2.7185,1.3585,2.1706,30.969,-0.001174048
82,5000,0.01,0.038031398,29.65833879,0.03832709,0.038055989,0.108613225,0.057670593,4.287707051,602.5325778,600.1065366,136.0810215,32.89680648,5.569794902,50,"['add', 'sub', 'mul', 'div']",,10,0.038055989,0.057670593,x1**3*x2**2 + x1**2 + x2**2,2,3,3,0.005,5.7518,2.7751,3.8255,58.787,0.407364227
83,5000,0.01,0.051620171,27.75434542,0.299059075,0.051638892,0.128267157,0.06431041,6.118496719,600.8373919,600.5037348,105.5813684,42.98049808,6.21981898,50,"['add', 'sub', 'mul', 'div']",,10,0.299059075,0.06431041,2*x1**2*x2**2 + x1 + x2**2 + x2,2,5,2,0.005,6.2807,4.7896,5.0041,40.705,0.03231469
84,5000,0.01,0.048366034,29.60472727,0.814320814,0.048605411,0.294597945,0.069196792,5.830905884,602.8163981,600.6083665,176.1650634,55.2266798,7.503961823,50,"['add', 'sub', 'mul', 'div']",,10,0.814320814,0.069196792,x1**2 + 2*x1*x2**2*x3**2 + x1 + x2*x3,3,5,2,0.01,8.2721,1.2965,4.8238,105.49,0.396196929
85,5000,0.01,0.020666872,26.58024621,0.319633774,0.020688659,0.165306742,0.031444866,3.559933485,603.834913,600.2202652,119.2030241,58.61176586,3.560932456,50,"['add', 'sub', 'mul', 'div']",,10,0.319633774,0.031444866,x1*x3*(2*x2 + 1),3,3,1,0.02,3.4605,-0.0629,2.1886,32.856,-0.002405956
86,5000,0.01,2.583030887,28.6343081,0.555229783,0.634434926,0.319406152,0.275315577,3.838591092,605.4769566,604.931699,225.414355,200.3649285,4.959995986,50,"['add', 'sub', 'mul', 'div']",,10,0.555229783,0.275315577,x1*x2**2*x3 + x1*x2*x3**2 + x2 + x3**3,3,4,3,0.02,4.7759,0.0071,2.9199,74.164,0.401009608
87,5000,0.01,0.0249835,26.43039393,0.025644749,0.025030064,0.031901536,0.029407308,2.381688057,603.1674564,600.8469043,47.70018911,32.22836041,2.381184607,50,"['add', 'sub', 'mul', 'div']",,10,0.025030064,0.029407308,2*x1**2,2,2,3,0.005,2.3804,2.6264,2.6275,8.1111,-0.000457717
88,5000,0.01,1.537954553,34.61707354,1.557872442,0.842588573,0.807435497,0.230266536,8.754194161,600.9407141,605.7074766,357.1438537,568.385818,10.0450414,50,"['add', 'sub', 'mul', 'div']",,10,1.557872442,0.230266536,x1**3*x2**2*x3 + x1**3*x3**2 + x1*x2**3 + x1 + x2**3*x3,3,5,3,0.03,9.991,-0.0962,5.8187,182.07,0.239023896
89,5000,0.01,2.646293937,28.47892141,1.076503223,1.252637882,0.710019733,0.401256567,7.842144875,662.4456947,603.8477881,256.3962016,416.2892241,7.842430966,50,"['add', 'sub', 'mul', 'div']",,10,1.252637882,0.401256567,x2*(x1**3*x2*x3 + x1*x2**2 + x2 + x3),3,4,3,0.005,7.4939,1.2512,3.6287,117.22,-0.001409834
90,5000,0.01,0.941786679,33.697788,0.408819018,0.194614811,0.162568529,0.119978524,6.692080354,602.2660327,600.8191481,244.735225,66.35127139,10.92681633,50,"['add', 'sub', 'mul', 'div']",,10,0.194614811,0.119978524,x2*(x1**3*x2 + x1**2*x2**2 + x1 + x2**2 + 1),2,5,3,0.005,10.483,-0.066,5.763,132.33,0.623668786
91,5000,0.01,0.021490034,27.25615668,0.021546062,0.021522506,0.032601827,0.025489662,1.747145539,602.9643877,602.7463229,46.49944878,30.31449914,3.026598238,50,"['add', 'sub', 'mul', 'div']",,10,0.021522506,0.025489662,x1*x2 + x1 + x2**2 + 2*x2,2,5,2,0.005,3.0898,1.2759,2.1935,15.824,0.666590225
92,5000,0.01,9.575394126,28.4933691,5.089488485,5.028433096,2.832159276,2.42601915,10.49520652,604.3937688,608.8408849,281.2303879,270.1808801,10.4990418,50,"['add', 'sub', 'mul', 'div']",,10,5.028433096,2.42601915,x1**2*x2**2*x3**2*x4**2 + x1**2 + x1*x3**2*x4 + x3**2,4,4,2,0.02,10.455,5.7123,5.727,161.61,0.000727105
93,5000,0.01,0.022120754,26.78218722,0.022778027,0.022130887,0.035533288,0.025146899,2.733604825,603.519285,601.6184976,56.55482411,41.84379077,2.983974184,50,"['add', 'sub', 'mul', 'div']",,10,0.022130887,0.025146899,x1*(2*x2 + 1),2,3,1,0.005,2.9161,0.0241,2.1444,19.09,0.160653424
94,5000,0.01,11.62099641,26.74767089,8.138895884,9.612336412,6.356785125,5.314060141,12.12006616,611.267642,600.1260519,480.0212748,482.9871709,12.64456027,50,"['add', 'sub', 'mul', 'div']",,10,9.612336412,5.314060141,x3*(x1**2*x2**2*x4*x5**2 + x1*x3*x4**2 + x2**2*x4**2 + x3*x4 + x3),5,5,2,0.005,10.437,1.242,4.7545,379.71,0.079106958
95,5000,0.01,0.030123212,45.02357125,0.318982783,0.030200531,0.244628961,0.057348095,5.160428813,604.1380372,601.4109161,245.0181296,97.84211397,6.814639656,50,"['add', 'sub', 'mul', 'div']",,10,0.030200531,0.057348095,x1**2*x3**2*(x1 + x3),4,2,3,0.01,7.7764,0.0999,3.1366,111.9,0.426223067
96,5000,0.01,2.601216849,59.77114415,3.005644016,1.445773042,2.695309358,0.636508936,21.46317981,607.0609972,601.9353468,966.7482674,390.6856363,22.23039667,50,"['add', 'sub', 'mul', 'div']",,10,1.445773042,0.636508936,x3*(x1**3*x2**2*x3**2 + x1**3*x2*x3**2 + x1**3*x3 + x1**2 + x2**2*x3),3,5,3,0.005,20.73,1.7523,7.0847,560,0.067517392
97,5000,0.01,11.03941162,46.02965212,6.728001721,6.865258017,3.894209003,3.543234111,11.61320609,634.1446803,606.4955554,725.8356824,545.7912443,11.59949512,50,"['add', 'sub', 'mul', 'div']",,10,6.865258017,3.543234111,x1**2*x3*x4*x5*(x1*x2 + x3*x4**2),5,2,3,0.02,11.98,-0.0243,3.9614,373.15,-0.0030947
98,5000,0.01,0.021118222,49.40228462,0.021180219,0.021174245,0.022233442,0.023349361,0.021174245,600.2168434,605.4685564,30.65096354,29.91065717,2.575616613,50,"['add', 'sub', 'mul', 'div']",,10,0.021174245,0.022233442,x1 + 2*x2,2,3,1,0.005,2.5441,0.0216,2.1279,11.901,0.999932397
99,5000,0.01,0.032144586,55.12071276,0.064749955,0.032118454,0.084499122,0.040170219,4.381949896,602.4257371,600.4180467,104.0788121,54.64172316,4.380951181,50,"['add', 'sub', 'mul', 'div']",,10,0.032118454,0.040170219,x1*(x1*x2**2 + x1 + 2*x2),2,4,2,0.02,4.337,3.0818,3.2248,28.226,-0.000669847
100,5000,0.01,0.01554504,47.64427257,0.042425842,0.015575175,0.055669849,0.023779878,1.40849811,603.0335293,601.1958277,53.03087401,63.35424304,2.439616693,50,"['add', 'sub', 'mul', 'div']",,10,0.015575175,0.023779878,x1*(x1*x2 + 1),2,2,2,0.005,2.3493,-0.0071,1.5502,19.126,0.666353519
101,5000,0.01,1.545410893,48.03799963,0.033394896,0.223717916,0.081380844,0.090100096,1.546188285,603.165787,603.7344189,272.3497598,243.5036695,3.825062393,50,"['add', 'sub', 'mul', 'div']",,10,0.223717916,0.081380844,x1*x2*x3 + x1 + 3*x3,3,5,1,0.005,3.9503,-0.0612,3.1875,27.687,0.836325235
102,5000,0.01,0.029469146,53.45366931,0.029473502,0.029461944,0.030342301,0.030265692,0.029470281,600.7211483,614.0386815,42.93213081,29.16507435,3.379310223,50,"['add', 'sub', 'mul', 'div']",,10,0.029461944,0.030265692,3*x1,1,3,1,0.01,3.4262,-0.1123,2.9558,12.096,0.999923947
103,5000,0.01,1.71237956,66.40430474,0.125644008,0.671760776,0.322892971,0.200583749,5.416381407,606.4323492,600.4351788,352.3488805,426.9056852,5.989194043,50,"['add', 'sub', 'mul', 'div']",,10,0.671760776,0.200583749,x2*x3*(x1**2*x3 + x1*x3 + x2*x3 + x2 + 1),3,5,2,0.005,5.3912,1.6982,2.7776,85.082,0.182131825
104,5000,0.01,0.033047252,57.61212945,0.334022493,0.033046844,0.268196435,0.044807231,2.325100779,604.2261746,603.4986181,489.0854454,78.58684683,4.32436467,50,"['add', 'sub', 'mul', 'div']",,10,0.033046844,0.044807231,x1*x2*x3*x4 + x1*x2*x4 + 3*x3,4,5,1,0.005,4.2547,0.0545,3.3938,38.104,0.710720299
105,5000,0.01,0.012183205,51.66365957,0.012762885,0.012200573,0.038063618,0.02256496,1.32684975,608.0631824,606.9137864,77.42501903,65.46363664,1.685072136,50,"['add', 'sub', 'mul', 'div']",,10,0.012200573,0.02256496,x2*(x1 + 1),3,2,1,0.005,1.7369,0.0212,1.2246,11.338,0.379189252
106,5000,0.01,0.028976004,52.91886425,0.02897826,0.028953517,0.033636131,0.030344183,2.336410998,600.6199327,606.0087497,49.08079624,31.16858554,3.353450402,50,"['add', 'sub', 'mul', 'div']",,10,0.028953517,0.030344183,2*x1*(x1 + 1),1,4,2,0.02,3.3467,2.7146,2.8763,12.558,0.5134437
107,5000,0.01,0.036542432,56.88976121,0.260603665,0.036530744,0.115612734,0.054571911,6.410287527,608.3052812,601.9563754,238.5042667,77.14766765,7.348978437,50,"['add', 'sub', 'mul', 'div']",,10,0.260603665,0.054571911,x1*x2*(2*x1*x2 + x1 + 2*x2),2,5,2,0.01,6.9707,3.4882,3.8793,56.805,0.237529126
108,5000,0.01,0.020150134,46.04209518,0.02012802,0.020131152,0.021588261,0.020838043,0.020130538,610.2986188,603.5535474,44.09346008,41.33073831,2.313530757,50,"['add', 'sub', 'mul', 'div']",,10,0.020131152,0.020838043,2*x1,1,2,1,0.005,2.2927,-0.0069,1.9725,8.0445,0.999924208
109,5000,0.01,2.895887157,68.77346611,0.447908619,1.105029509,1.281280535,0.826830645,9.216502212,604.4032345,603.807409,1013.077911,580.1531119,9.860904251,50,"['add', 'sub', 'mul', 'div']",,10,1.105029509,0.826830645,x3*(x1**3*x2**2 + x1**2*x2*x3**2 + x1*x2 + x3**2),3,4,3,0.005,9.717,0.0951,4.3698,202.05,0.126382412
110,5000,0.01,0.045509098,62.11304355,0.050089382,0.045476576,0.093476002,0.052574775,3.454699254,602.624135,601.6927135,192.6181943,117.4804602,6.754916013,50,"['add', 'sub', 'mul', 'div']",,10,0.045476576,0.052574775,x1**2*x2**2 + x1**2*x2 + x1 + x2**3 + x2,2,5,3,0.005,6.5111,1.8786,4.5381,44.898,0.738058655
111,5000,0.01,0.03880554,56.84963536,0.139501573,0.038863807,0.068439165,0.045815365,3.426006124,609.9769099,600.9251652,83.86054778,69.52987885,5.619877413,50,"['add', 'sub', 'mul', 'div']",,10,0.139501573,0.045815365,2*x1**2*x2 + x1**2 + x2**2 + x2,2,5,2,0.01,5.4063,2.7107,3.9489,35.159,0.627365714
112,5000,0.01,0.062179133,46.75785398,0.52496229,0.062190265,0.509370826,0.077746231,11.954877,603.2723842,602.0027864,797.1445906,139.6763165,11.9465239,50,"['add', 'sub', 'mul', 'div']",,10,0.52496229,0.077746231,x1**2*(x1*x2**3 + x1*x2 + 1),2,3,3,0.005,12.396,1.74,6.1376,148.58,-0.00428277
113,5000,0.01,0.031155587,57.07112479,0.031178201,0.031224548,0.031751393,0.031407025,0.031166267,605.434186,601.0835125,42.79632163,48.09367585,3.509902834,50,"['add', 'sub', 'mul', 'div']",,10,0.031224548,0.031407025,3*x1,1,3,1,0.005,3.4768,-0.0189,3.0088,12.101,0.999921128
114,5000,0.01,0.019708329,46.02631378,0.019726704,0.019713001,0.021093317,0.022006614,0.01971445,600.1940212,603.5534596,30.21013522,31.97932553,2.313899277,50,"['add', 'sub', 'mul', 'div']",,10,0.019713001,0.021093317,2*x1,1,2,3,0.005,2.3185,-0.0064,2.0175,8.0746,0.999926921
115,5000,0.01,0.080248731,53.02534723,0.840192527,0.080249402,0.325782493,0.119705125,12.56603797,601.4633408,602.3408003,263.4836161,179.3956404,16.76667466,50,"['add', 'sub', 'mul', 'div']",,10,0.840192527,0.119705125,x1**2*x2*(x1 + 3*x2**2),2,4,3,0.005,16.269,0.0639,8.0647,202.88,0.43753146
116,5000,0.01,0.017753498,42.44420409,0.018100605,0.017747118,0.047177257,0.026996391,1.814714065,604.4446578,600.3504086,142.7385416,50.5051806,1.815080506,50,"['add', 'sub', 'mul', 'div']",,10,0.017747118,0.026996391,x1**2 + x2*x3,3,2,2,0.005,1.8138,1.3327,1.7822,10.996,0.000263629
117,5000,0.01,0.02000061,46.41595531,2.224709124,0.020059824,1.645059053,0.031253183,4.117184812,610.9918094,604.8741679,393.7475414,107.1020451,4.112863206,50,"['add', 'sub', 'mul', 'div']",,10,2.224709124,0.031253183,2*x1*x2*x3*x4*x5,5,2,1,0.01,4.114,0.0135,1.9978,69.797,-0.002815924
118,5000,0.01,0.034383408,46.02330732,0.815317386,0.034390049,0.336838248,0.045641444,5.091623506,600.8597078,601.7283864,232.612458,127.2784293,6.576999059,50,"['add', 'sub', 'mul', 'div']",,10,0.815317386,0.045641444,x3*(x1**2*x2**2 + x1**2*x2*x3 + x1 + x2*x3),3,4,2,0.01,6.7781,-0.0515,3.5016,111.71,0.400459945
119,5000,0.01,2.117075282,40.47971487,0.744281002,0.41223462,0.218949679,0.129670874,2.340191042,602.6313703,655.7334244,344.0656054,251.1355774,2.339326504,50,"['add', 'sub', 'mul', 'div']",,10,0.41223462,0.129670874,x3*x5*(x1*x2 + x2 + 1),5,3,1,0.005,2.6676,0.0015,1.5826,38.848,-0.004061696
120,5000,0.01,0.039103429,45.79858637,0.039130349,0.039136292,0.041413108,0.039440417,0.03910434,633.1732528,600.640048,42.40297794,29.7014389,4.538548849,50,"['add', 'sub', 'mul', 'div']",,10,0.039136292,0.039440417,4*x1,1,4,1,0.005,4.5934,0.061,3.9692,16.091,0.99992567
121,5000,0.01,0.014271381,44.8058033,0.014676679,0.014276811,0.016687467,0.015200415,1.166741411,603.348695,601.4264059,31.59544897,23.48762989,1.610817987,50,"['add', 'sub', 'mul', 'div']",,10,0.014676679,0.015200415,x1*(x1 + 1),1,2,3,0.005,1.6473,1.3126,1.3965,6.2889,0.47532923
122,5000,0.01,2.826983785,46.39587402,0.147426347,0.601247384,0.22294395,0.254573075,3.914467027,601.8057017,616.93132,341.7443798,242.3379061,5.606053632,50,"['add', 'sub', 'mul', 'div']",,10,0.147426347,0.254573075,x1*(x1*x2**2 + x2**2*x3**2 + x2*x3 + 2),3,5,2,0.005,6.1064,1.7446,3.9893,71.308,0.511354036
123,5000,0.01,0.403348407,46.60308051,0.581991708,0.120162495,0.178535999,0.061015239,2.282565327,601.6475074,607.9328878,328.3017981,151.1161919,2.278564644,50,"['add', 'sub', 'mul', 'div']",,10,0.120162495,0.061015239,x1*x3*x4*(x2 + 1),4,2,1,0.05,2.2904,-0.0181,1.2488,31.812,-0.007235004
124,5000,0.01,0.049894074,46.82991767,0.049922836,2.039335131,0.057063164,0.052010359,0.0498679,623.8459754,600.1622787,33.16381717,33.6554265,5.848521183,50,"['add', 'sub', 'mul', 'div']",,10,0.049922836,0.052010359,5*x1,1,5,1,0.005,5.7958,-0.0354,5.0243,20.146,0.999927165
125,5000,0.01,0.015472162,43.96130848,0.162440922,0.015481457,0.08755005,0.031258595,2.079078944,603.2790887,608.9396172,91.169029,84.43920445,2.386122711,50,"['add', 'sub', 'mul', 'div']",,10,0.015481457,0.031258595,x2*(x1*x3 + x3 + 1),3,3,1,0.005,2.3548,-0.0252,1.6021,24.69,0.24021846
126,5000,0.01,0.019759079,41.58312178,0.019786584,0.019757013,0.021506323,0.022829628,0.019754174,601.4156692,604.5957863,33.03579283,25.96288347,2.303122834,50,"['add', 'sub', 'mul', 'div']",,10,0.019786584,0.021506323,2*x1,2,2,1,0.005,2.3148,0.0546,2.0015,8.0463,0.999926367
127,5000,0.01,4.681177137,47.94162798,2.868968233,4.128194766,2.109483289,2.777023006,6.000221023,601.3417256,608.2940381,355.3969629,449.1830711,6.089797104,50,"['add', 'sub', 'mul', 'div']",,10,4.128194766,2.109483289,x1**2*x2**2*x4**2 + x1*x2**2*x3**2*x4*x5 + x2**2*x3 + x3*x4**2*x5,5,4,2,0.02,7.3298,2.2706,3.9654,118.71,0.028203416
128,5000,0.01,2.65657783,45.75863624,1.748290624,1.174721599,1.268225527,0.358362252,4.956578652,604.3337982,603.691411,640.2200487,323.0477242,4.945428729,50,"['add', 'sub', 'mul', 'div']",,10,1.748290624,0.358362252,x4*(2*x1*x2*x3*x5 + x1*x3*x5 + x3 + x5),5,5,1,0.05,5.1096,0.1228,2.8056,84.237,-0.004532217
129,5000,0.01,0.020785997,42.55152202,0.062286825,0.020785001,0.048054897,0.024333125,2.636182956,600.1091604,601.8115866,91.34725761,47.72782254,2.85366871,50,"['add', 'sub', 'mul', 'div']",,10,0.062286825,0.024333125,x2*(2*x1 + 1),2,3,1,0.005,2.8774,-0.045,2.1063,19.551,0.146616876
130,5000,0.01,3.31836694,52.25188875,1.939949051,1.329595205,0.80206917,0.786226593,7.603290919,606.3549325,601.1474948,385.518471,699.2988546,9.047455044,50,"['add', 'sub', 'mul', 'div']",,10,1.329595205,0.786226593,x1**3*x3*x4 + x1**3*x4**2 + x1*x4**3 + x2**2*x3**3 + x2*x3**2,4,5,3,0.005,9.1864,-0.0568,5.3292,125.47,0.293497386
131,5000,0.01,1.785249024,43.84206891,0.756637476,0.722578276,0.353697939,0.258870354,2.576541895,689.4957299,602.4297063,370.8212082,409.9690819,2.849362112,50,"['add', 'sub', 'mul', 'div']",,10,0.756637476,0.258870354,x3*(x1*x2 + x1*x4*x5 + x4*x5 + 1),5,4,1,0.04,3.0289,-0.0435,1.9523,42.648,0.180581464
132,5000,0.01,1.694075708,47.65327454,0.904176942,0.966693786,0.297770927,0.241344898,4.134657366,607.3499279,605.44081,362.8652096,332.9326391,4.499806596,50,"['add', 'sub', 'mul', 'div']",,10,0.904176942,0.241344898,x1**2*x2*x3 + x1**2*x4 + x1*x2 + x2**2*x3**2 + x3,5,5,2,0.02,4.5272,1.7814,3.2379,48.542,0.155168632
133,5000,0.01,1.557146204,43.80481887,1.060403858,0.804496412,0.474251378,0.352821444,3.847076451,600.6470845,602.5354605,478.9524333,111.0886438,3.93793555,50,"['add', 'sub', 'mul', 'div']",,10,1.060403858,0.352821444,x1*x2*(x1*x2*x3*x4 + x2 + x3*x4),4,3,2,0.02,5.0918,0.0502,2.3609,93.067,0.044994378
134,5000,0.01,0.039470324,52.11520457,0.039490009,0.039499824,0.044296331,0.040798995,0.039489735,600.7015064,601.6866083,35.8723321,40.63217258,4.638058536,50,"['add', 'sub', 'mul', 'div']",,10,0.039490009,0.040798995,4*x1,1,4,1,0.005,4.5722,-0.0288,3.9501,16.037,0.999927479
135,5000,0.01,0.013670864,53.45104241,0.092955418,0.013673397,0.069382348,0.021433139,1.442961312,605.2037077,601.4226105,180.8901339,61.47624922,1.848162005,50,"['add', 'sub', 'mul', 'div']",,10,0.013673397,0.021433139,x2*(x1*x3 + 1),3,2,1,0.04,1.9102,-0.003,1.3342,18.293,0.390181927
136,5000,0.01,0.021365907,48.85159993,0.201246756,0.021374825,0.108461156,0.03405278,3.003065422,602.4136472,601.2826514,183.4301591,74.34979606,2.993439229,50,"['add', 'sub', 'mul', 'div']",,10,0.201246756,0.03405278,x2*(x1**2*x2 + x3),3,2,2,0.03,3.0747,1.8297,2.2108,21.431,-0.006443824
137,5000,0.01,2.629320172,45.64821386,0.611662837,0.638928243,0.254785879,0.227070445,2.635030555,601.0750453,614.5609934,541.6668484,520.2021575,3.722883003,50,"['add', 'sub', 'mul', 'div']",,10,0.638928243,0.254785879,x1*x2*x3*x4 + 2*x1 + x2*x3*x4 + x2,4,5,1,0.005,3.5219,-0.0283,2.6732,36.625,0.498796965
138,5000,0.01,16.75479489,47.06608748,15.62567848,13.69914715,5.875387937,4.925468576,22.45494211,607.6975179,622.5210929,1418.378669,847.0693133,22.51367812,50,"['add', 'sub', 'mul', 'div']",,10,13.69914715,4.925468576,x4*(x1**3*x2**2*x3**3 + x3**3*x4**2 + 1),5,3,3,0.005,21.856,0.284,8.4244,519.8,0.005178474
139,5000,0.01,0.022108614,51.78477216,2.024310918,0.022111784,0.81418872,0.13637095,4.378472151,601.2786195,600.8396287,458.9786601,152.0773871,4.365911226,50,"['add', 'sub', 'mul', 'div']",,10,2.024310918,0.13637095,x1*x3*x4*(x2*x5 + x2 + 2*x5 + 1),5,5,1,0.01,4.6541,-0.1463,2.1891,119.02,-0.010172163
140,5000,0.01,2.764488125,62.72626758,3.143191208,1.00654854,1.360110356,0.537373618,7.534903716,611.3503492,611.3033679,673.9866335,416.1632681,7.531517062,50,"['add', 'sub', 'mul', 'div']",,10,1.00654854,0.537373618,x2*x3*x5*(x1**2*x5**2 + 1),5,2,3,0.03,8.2433,0.1021,3.6384,141.55,-0.00303006
141,5000,0.01,2.259057677,43.51943159,0.54242858,0.456148821,0.222161604,0.273204044,2.679005773,603.4342668,602.0520928,330.8554912,264.1770437,3.566611218,50,"['add', 'sub', 'mul', 'div']",,10,0.54242858,0.222161604,x1*x2*x3*x4 + x1*x3*x4 + x1*x4 + 2*x2,4,5,1,0.01,3.6503,-0.0076,2.6931,43.749,0.435581155
142,5000,0.01,0.016435081,42.10624623,0.107427435,0.016444001,0.038444967,0.024720813,1.345738326,604.1852944,607.6282802,139.1395373,85.1773243,2.131128706,50,"['add', 'sub', 'mul', 'div']",,10,0.016444001,0.024720813,x2*x3 + x2 + x4,4,3,1,0.005,2.1009,0.01,1.6479,14.25,0.601205482
143,5000,0.01,0.050851135,49.10982633,0.087311625,0.050857765,0.7057037,0.099549593,9.821565695,604.0379879,600.34394,373.1371365,115.9900725,10.63793598,50,"['add', 'sub', 'mul', 'div']",,10,0.050857765,0.099549593,x1*(x1**2*x2**3 + 2*x1*x2 + x2**2 + 1),2,5,3,0.03,10.462,0.1062,5.1029,146.6,0.147544325
144,5000,0.01,0.047900642,47.84651327,0.372985179,0.047946235,0.11933617,0.072899425,4.505669665,601.5769646,602.3658345,166.8187056,82.36479449,4.8952302,50,"['add', 'sub', 'mul', 'div']",,10,0.372985179,0.072899425,x1**2*x2**2 + x1**2*x3 + x1**2 + x2**2 + x2,3,5,2,0.04,4.8412,4.49,4.5802,33.325,0.152801247
145,5000,0.01,30.8176902,50.88118815,24.5085374,25.40902581,16.77393847,24.73919352,32.35214554,601.0644886,606.8229866,1467.725737,402.5656269,32.248896,50,"['add', 'sub', 'mul', 'div']",,10,24.5085374,16.77393847,x3*(x1**2*x2*x4**3*x5**3 + x1**2*x4**3 + x1*x2**2*x3*x5**3 + x1*x4**2*x5**3 + 1),5,5,3,0.01,28.407,-0.2707,9.4788,1172.1,-0.006918373
146,5000,0.01,13.44677995,52.05074692,6.235728736,6.253749334,2.22233837,3.050948357,15.36693572,771.8419957,603.7240832,1346.908651,1454.22201,15.65131551,50,"['add', 'sub', 'mul', 'div']",,10,6.253749334,3.050948357,x2**3 + x2*x4**3 + x3**3*x4**3*x5**2 + x5,5,4,3,0.02,16.04,-0.1357,7.1633,317.58,0.035988587
147,5000,0.01,0.014985757,44.42515016,0.015000229,0.0149763,0.03245988,0.023666954,1.284979425,611.929759,600.7875805,170.3307502,67.66429949,1.715122542,50,"['add', 'sub', 'mul', 'div']",,10,0.015000229,0.023666954,x1 + x2*x3,4,2,1,0.005,1.7704,0.0112,1.4201,11.171,0.438647205
148,5000,0.01,0.021777244,49.16208768,0.036676013,0.021867267,0.04508622,0.02701194,2.675770841,603.4165888,602.8646667,93.26762033,60.45819712,2.983122254,50,"['add', 'sub', 'mul', 'div']",,10,0.021867267,0.02701194,x2*(2*x1 + 1),2,3,1,0.005,2.9515,-0.0365,2.1508,19.528,0.189988623
149,5000,0.01,0.016382418,43.15760207,0.180075776,0.01637814,0.062905006,0.022237691,1.825523764,608.9059377,603.7368972,170.8205225,79.90148449,2.309311152,50,"['add', 'sub', 'mul', 'div']",,10,0.01637814,0.022237691,x4*(x2 + x3**2),4,2,3,0.005,2.4008,0.0834,1.6671,20.44,0.374547275
150,5000,0.01,0.031575209,41.90009856,0.035749686,0.031579903,0.152014895,0.048873859,3.934695844,602.8395305,600.2806461,210.6755514,63.74412918,5.359617091,50,"['add', 'sub', 'mul', 'div']",,10,0.031579903,0.048873859,x1**2*(x2**3 + 1),2,2,3,0.005,5.3981,1.292,3.0975,58.569,0.460972518
